origin,destination,distance [m],duration
PL011,PL054,178987,0.086122685
PL011,PL055,422290,0.191412037
PL011,PL056,426830,0.172928241
PL011,PL057,417201,0.229895833
PL011,PL058,51531,0.039722222
PL011,PL059,626110,0.271736111
PL011,PL060,398140,0.167060185
PL011,PL061,386131,0.157453704
PL011,PL062,408649,0.165324074
PL011,PL063,429125,0.217013889
PL011,PL064,410920,0.169178241
PL011,PL065,366854,0.169965278
PL011,PL066,250264,0.110034722
PL011,PL067,336257,0.146527778
PL011,PL068,212217,0.100983796
PL011,PL069,235406,0.110729167
PL011,PL070,190299,0.082939815
PL011,PL071,425250,0.175960648
PL011,PL072,283175,0.161550926
PL011,PL073,157222,0.089178241
PL011,PL074,328116,0.151539352
PL011,PL075,396455,0.165810185
PL011,PL076,432342,0.176655093
PL011,PL077,187741,0.091956019
PL011,PL078,110372,0.076111111
PL011,PL079,199409,0.086446759
PL011,PL080,246528,0.105914352
PL011,PL081,406985,0.164675926
PL011,PL082,405997,0.165092593
PL011,PL083,299022,0.117071759
PL011,PL084,9512,0.008460648
PL011,PL085,518609,0.209664352
PL011,PL086,280811,0.129305556
PL011,PL088,21182,0.021956019
PL011,PL090,135273,0.072673611
PL011,PL091,104839,0.072384259
PL011,PL094,9382,0.010555556
PL011,PL095,407606,0.16630787
PL011,PL097,376431,0.151354167
PL011,PL098,298851,0.122233796
PL011,PL099,320994,0.134571759
PL011,PL100,357025,0.150706019
PL011,PL101,43449,0.025231481
PL011,PL102,300745,0.128946759
PL011,PL103,20636,0.017453704
PL011,PL104,383184,0.159537037
PL011,PL105,388800,0.164224537
PL011,PL106,379465,0.156805556
PL011,PL107,192336,0.086296296
PL011,PL109,119960,0.061574074
PL011,PL110,424421,0.174837963
PL011,PL111,112842,0.060196759
PL011,PL112,386808,0.157997685
PL011,PL113,398441,0.160752315
PL011,PL114,109292,0.073726852
PL011,PL115,414171,0.184571759
PL011,PL116,422406,0.173263889
PL011,PL117,386629,0.160659722
PL011,PL118,360848,0.155949074
PL012,PL013,429997,0.235775463
PL012,PL015,535554,0.224907407
PL012,PL016,5987,0.00474537
PL012,PL017,48362,0.032523148
PL012,PL018,535015,0.223506944
PL012,PL019,100634,0.048414352
PL012,PL020,16021,0.015439815
PL012,PL022,100306,0.047662037
PL012,PL023,189332,0.085532407
PL012,PL024,377702,0.172662037
PL012,PL026,367974,0.145960648
PL012,PL027,25279,0.022546296
PL012,PL028,61223,0.03306713
PL012,PL029,428352,0.175694444
PL012,PL030,288106,0.14306713
PL012,PL031,551080,0.231574074
PL012,PL032,512046,0.208113426
PL012,PL033,262886,0.113148148
PL012,PL034,117476,0.056481481
PL012,PL035,90624,0.052789352
PL012,PL036,262475,0.131863426
PL012,PL037,310249,0.152013889
PL012,PL040,99333,0.04712963
PL012,PL041,441345,0.178530093
PL012,PL043,387900,0.201215278
PL012,PL044,425483,0.172777778
PL012,PL045,239395,0.096273148
PL012,PL046,82923,0.051631944
PL012,PL047,11523,0.010613426
PL012,PL048,133061,0.077662037
PL012,PL049,538400,0.258043981
PL012,PL050,222899,0.092731481
PL012,PL051,533503,0.253981481
PL012,PL052,269431,0.132488426
PL012,PL054,200185,0.109537037
PL012,PL055,215503,0.118935185
PL012,PL056,15092,0.011643519
PL012,PL057,564203,0.287858796
PL012,PL058,435209,0.177060185
PL012,PL059,634041,0.300138889
PL012,PL060,47480,0.026539352
PL012,PL061,42606,0.025243056
PL012,PL062,19957,0.014027778
PL012,PL063,165006,0.101643519
PL012,PL064,100160,0.047627315
PL012,PL065,30870,0.017800926
PL012,PL066,199141,0.08375
PL012,PL067,98549,0.050486111
PL012,PL068,385674,0.153125
PL012,PL069,425556,0.17
PL012,PL070,244976,0.098923611
PL012,PL071,114490,0.054409722
PL012,PL072,88001,0.044259259
PL012,PL073,328474,0.150358796
PL012,PL074,77324,0.043831019
PL012,PL075,37553,0.026226852
PL012,PL076,53759,0.029016204
PL012,PL077,189071,0.103657407
PL012,PL078,239831,0.135162037
PL012,PL079,237359,0.095856481
PL012,PL080,264937,0.107372685
PL012,PL081,26715,0.01681713
PL012,PL082,22363,0.016076389
PL012,PL083,300251,0.140891204
PL012,PL084,430429,0.177384259
PL012,PL085,115218,0.060949074
PL012,PL086,299220,0.130763889
PL012,PL088,421102,0.167430556
PL012,PL090,230331,0.136689815
PL012,PL091,310784,0.13474537
PL012,PL094,421413,0.167673611
PL012,PL095,96846,0.044756944
PL012,PL097,65671,0.029791667
PL012,PL098,299920,0.146099537
PL012,PL099,118150,0.056157407
PL012,PL100,210925,0.107430556
PL012,PL101,402566,0.189490741
PL012,PL102,156513,0.073125
PL012,PL103,411894,0.163981481
PL012,PL104,81650,0.038819444
PL012,PL105,51851,0.032349537
PL012,PL106,57859,0.031087963
PL012,PL107,247013,0.102280093
PL012,PL109,489257,0.19369213
PL012,PL110,45535,0.026851852
PL012,PL111,319021,0.158564815
PL012,PL112,65884,0.035914352
PL012,PL113,30181,0.019421296
PL012,PL114,241037,0.136134259
PL012,PL115,626154,0.26056713
PL012,PL116,43520,0.025277778
PL012,PL117,84697,0.044155093
PL012,PL118,689387,0.279930556
PL013,PL015,490652,0.245520833
PL013,PL016,431699,0.229641204
PL013,PL017,480711,0.249421296
PL013,PL018,490113,0.244131944
PL013,PL019,539482,0.274097222
PL013,PL020,434410,0.235706019
PL013,PL022,528535,0.271608796
PL013,PL023,642335,0.291469907
PL013,PL024,463722,0.218888889
PL013,PL026,703770,0.30787037
PL013,PL027,432683,0.233622685
PL013,PL028,500125,0.254837963
PL013,PL029,507460,0.239236111
PL013,PL030,209686,0.1275
PL013,PL031,523582,0.259594907
PL013,PL032,665507,0.298356481
PL013,PL033,579406,0.267048611
PL013,PL034,545706,0.280428241
PL013,PL035,412836,0.225266204
PL013,PL036,281733,0.154259259
PL013,PL037,195912,0.120416667
PL013,PL040,398221,0.212939815
PL013,PL041,554711,0.258356481
PL013,PL043,100923,0.060752315
PL013,PL044,504592,0.236319444
PL013,PL045,575191,0.25818287
PL013,PL046,460079,0.228726852
PL013,PL047,438886,0.237731481
PL013,PL048,314323,0.172638889
PL013,PL049,145781,0.086828704
PL013,PL050,548871,0.263252315
PL013,PL051,139593,0.08119213
PL013,PL052,310765,0.170694444
PL013,PL054,364243,0.196875
PL013,PL055,244356,0.143136574
PL013,PL056,427669,0.231319444
PL013,PL057,331981,0.210601852
PL013,PL058,548575,0.256886574
PL013,PL059,328629,0.186226852
PL013,PL060,473193,0.251423611
PL013,PL061,468318,0.250127315
PL013,PL062,445669,0.238923611
PL013,PL063,308661,0.181296296
PL013,PL064,539007,0.273310185
PL013,PL065,422127,0.2315625
PL013,PL066,550486,0.263576389
PL013,PL067,537579,0.277037037
PL013,PL068,721470,0.315034722
PL013,PL069,719681,0.327916667
PL013,PL070,546449,0.247662037
PL013,PL071,553338,0.280092593
PL013,PL072,430238,0.237291667
PL013,PL073,414632,0.197118056
PL013,PL074,411447,0.222418981
PL013,PL075,480227,0.251793981
PL013,PL076,445037,0.243530093
PL013,PL077,383472,0.191944444
PL013,PL078,481655,0.244814815
PL013,PL079,553614,0.249803241
PL013,PL080,600733,0.269282407
PL013,PL081,452428,0.241712963
PL013,PL082,448076,0.240972222
PL013,PL083,202326,0.120069444
PL013,PL084,509537,0.240925926
PL013,PL085,427377,0.215069444
PL013,PL086,635016,0.292673611
PL013,PL088,519257,0.247141204
PL013,PL090,445839,0.228414352
PL013,PL091,513263,0.263043981
PL013,PL094,500521,0.231215278
PL013,PL095,535693,0.270439815
PL013,PL097,504518,0.255474537
PL013,PL098,195398,0.11931713
PL013,PL099,546380,0.280104167
PL013,PL100,234518,0.137731481
PL013,PL101,488585,0.235717593
PL013,PL102,531543,0.269131944
PL013,PL103,504912,0.234641204
PL013,PL104,520498,0.264502315
PL013,PL105,465313,0.247824074
PL013,PL106,477103,0.248402778
PL013,PL107,548486,0.251018519
PL013,PL109,604235,0.278761574
PL013,PL110,471248,0.251747685
PL013,PL111,405040,0.204791667
PL013,PL112,514896,0.262118056
PL013,PL113,455893,0.24431713
PL013,PL114,474145,0.244733796
PL013,PL115,472476,0.241493056
PL013,PL116,469233,0.250162037
PL013,PL117,523728,0.270694444
PL013,PL118,845123,0.373136574
PL015,PL016,532574,0.2221875
PL015,PL017,524709,0.217592593
PL015,PL018,6963,0.005983796
PL015,PL019,583480,0.242268519
PL015,PL020,540563,0.230277778
PL015,PL022,572534,0.239780093
PL015,PL023,656452,0.250648148
PL015,PL024,307394,0.145891204
PL015,PL026,585481,0.267893519
PL015,PL027,564450,0.235428241
PL015,PL028,544123,0.223009259
PL015,PL029,336199,0.156944444
PL015,PL030,410297,0.154421296
PL015,PL031,54055,0.02818287
PL015,PL032,506818,0.2196875
PL015,PL033,501981,0.223958333
PL015,PL034,564468,0.247372685
PL015,PL035,629148,0.264166667
PL015,PL036,316224,0.127905093
PL015,PL037,339499,0.154212963
PL015,PL040,442219,0.181111111
PL015,PL041,283626,0.1503125
PL015,PL043,401407,0.202152778
PL015,PL044,345903,0.157650463
PL015,PL045,589308,0.217372685
PL015,PL046,621447,0.263009259
PL015,PL047,536065,0.225439815
PL015,PL048,473778,0.203368056
PL015,PL049,469170,0.225706019
PL015,PL050,562988,0.222430556
PL015,PL051,464273,0.221655093
PL015,PL052,289900,0.110717593
PL015,PL054,343996,0.153194444
PL015,PL055,549997,0.231226852
PL015,PL056,521548,0.217824074
PL015,PL057,203775,0.107974537
PL015,PL058,303785,0.166319444
PL015,PL059,415295,0.202476852
PL015,PL060,541956,0.237222222
PL015,PL061,527838,0.2234375
PL015,PL062,516729,0.221770833
PL015,PL063,556455,0.256076389
PL015,PL064,583006,0.241481481
PL015,PL065,494184,0.209027778
PL015,PL066,564603,0.22275463
PL015,PL067,581577,0.245208333
PL015,PL068,537803,0.239502315
PL015,PL069,560992,0.249247685
PL015,PL070,560565,0.206851852
PL015,PL071,597336,0.248263889
PL015,PL072,474236,0.205462963
PL015,PL073,218331,0.084247685
PL015,PL074,455446,0.190590278
PL015,PL075,524225,0.219965278
PL015,PL076,567475,0.239305556
PL015,PL077,397588,0.151134259
PL015,PL078,371709,0.18337963
PL015,PL079,567730,0.208981481
PL015,PL080,614850,0.228460648
PL015,PL081,540432,0.227118056
PL015,PL082,521237,0.224525463
PL015,PL083,426729,0.156886574
PL015,PL084,336805,0.1565625
PL015,PL085,653742,0.272314815
PL015,PL086,649133,0.251851852
PL015,PL088,360568,0.168472222
PL015,PL090,350051,0.166990741
PL015,PL091,381760,0.194236111
PL015,PL094,341833,0.152546296
PL015,PL095,579692,0.238611111
PL015,PL097,548517,0.223657407
PL015,PL098,344011,0.157141204
PL015,PL099,565142,0.247048611
PL015,PL100,484732,0.190520833
PL015,PL101,282192,0.13125
PL015,PL102,545660,0.228310185
PL015,PL103,346223,0.155972222
PL015,PL104,564496,0.232673611
PL015,PL105,509312,0.21599537
PL015,PL106,521102,0.216574074
PL015,PL107,562602,0.210208333
PL015,PL109,352204,0.205104167
PL015,PL110,559252,0.237141204
PL015,PL111,291286,0.127685185
PL015,PL112,558894,0.230300926
PL015,PL113,526190,0.226018519
PL015,PL114,374998,0.186481481
PL015,PL115,113018,0.050520833
PL015,PL116,557237,0.23556713
PL015,PL117,567726,0.238877315
PL015,PL118,379454,0.200428241
PL016,PL017,43629,0.030011574
PL016,PL018,530282,0.22099537
PL016,PL019,95901,0.045902778
PL016,PL020,14760,0.014884259
PL016,PL022,95572,0.045150463
PL016,PL023,184599,0.083020833
PL016,PL024,372969,0.170150463
PL016,PL026,363240,0.143449074
PL016,PL027,46000,0.022627315
PL016,PL028,56490,0.030555556
PL016,PL029,423618,0.17318287
PL016,PL030,283373,0.140555556
PL016,PL031,546346,0.2290625
PL016,PL032,507312,0.205601852
PL016,PL033,258153,0.110636574
PL016,PL034,112743,0.053969907
PL016,PL035,110698,0.051354167
PL016,PL036,257741,0.129351852
PL016,PL037,305515,0.149502315
PL016,PL040,94600,0.044618056
PL016,PL041,436612,0.176018519
PL016,PL043,385425,0.202268519
PL016,PL044,420750,0.170266204
PL016,PL045,234662,0.093761574
PL016,PL046,102997,0.050208333
PL016,PL047,10262,0.01005787
PL016,PL048,123328,0.079548611
PL016,PL049,533667,0.255532407
PL016,PL050,218166,0.090219907
PL016,PL051,528770,0.251469907
PL016,PL052,264697,0.129976852
PL016,PL054,195452,0.107025463
PL016,PL055,218993,0.120787037
PL016,PL056,9490,0.00806713
PL016,PL057,559469,0.285347222
PL016,PL058,430475,0.174548611
PL016,PL059,629307,0.297627315
PL016,PL060,42747,0.024027778
PL016,PL061,37872,0.022731481
PL016,PL062,15223,0.011516204
PL016,PL063,168496,0.10349537
PL016,PL064,95427,0.045115741
PL016,PL065,26137,0.015289352
PL016,PL066,194408,0.081238426
PL016,PL067,93815,0.047974537
PL016,PL068,380941,0.150613426
PL016,PL069,420822,0.167488426
PL016,PL070,240243,0.096412037
PL016,PL071,109757,0.051898148
PL016,PL072,83267,0.041747685
PL016,PL073,323740,0.147847222
PL016,PL074,72590,0.041319444
PL016,PL075,32819,0.023715278
PL016,PL076,49025,0.02650463
PL016,PL077,184337,0.101145833
PL016,PL078,235098,0.132650463
PL016,PL079,232626,0.093344907
PL016,PL080,260204,0.104861111
PL016,PL081,21982,0.014305556
PL016,PL082,17630,0.013564815
PL016,PL083,295517,0.13837963
PL016,PL084,425695,0.174872685
PL016,PL085,135292,0.059513889
PL016,PL086,294487,0.128252315
PL016,PL088,416368,0.164918981
PL016,PL090,225597,0.134178241
PL016,PL091,306051,0.132233796
PL016,PL094,416679,0.165162037
PL016,PL095,92113,0.04224537
PL016,PL097,60938,0.027280093
PL016,PL098,295187,0.143587963
PL016,PL099,113417,0.053645833
PL016,PL100,214416,0.109282407
PL016,PL101,397832,0.186979167
PL016,PL102,151779,0.070613426
PL016,PL103,407161,0.161469907
PL016,PL104,76917,0.03630787
PL016,PL105,47118,0.029837963
PL016,PL106,53125,0.028576389
PL016,PL107,242280,0.099768519
PL016,PL109,484524,0.191180556
PL016,PL110,40802,0.024340278
PL016,PL111,314288,0.156053241
PL016,PL112,61150,0.033402778
PL016,PL113,25447,0.016909722
PL016,PL114,236303,0.133622685
PL016,PL115,621420,0.258055556
PL016,PL116,38787,0.022766204
PL016,PL117,79964,0.041643519
PL016,PL118,684653,0.277418981
PL017,PL018,525246,0.218090278
PL017,PL019,57549,0.030729167
PL017,PL020,65403,0.03462963
PL017,PL022,45779,0.027488426
PL017,PL023,134806,0.065358796
PL017,PL024,403641,0.162256944
PL017,PL026,313448,0.125787037
PL017,PL027,75993,0.034652778
PL017,PL028,17369,0.010717593
PL017,PL029,373825,0.155532407
PL017,PL030,278337,0.137638889
PL017,PL031,541310,0.226157407
PL017,PL032,457520,0.187939815
PL017,PL033,208360,0.092986111
PL017,PL034,62950,0.03630787
PL017,PL035,140691,0.063391204
PL017,PL036,252705,0.126435185
PL017,PL037,300479,0.146597222
PL017,PL040,89563,0.041712963
PL017,PL041,386819,0.158368056
PL017,PL043,380389,0.199363426
PL017,PL044,370957,0.152615741
PL017,PL045,184869,0.076111111
PL017,PL046,132989,0.062233796
PL017,PL047,45009,0.0334375
PL017,PL048,153573,0.094733796
PL017,PL049,528631,0.252615741
PL017,PL050,168373,0.07255787
PL017,PL051,523734,0.248564815
PL017,PL052,259661,0.127060185
PL017,PL054,190416,0.10412037
PL017,PL055,246900,0.139814815
PL017,PL056,47353,0.026111111
PL017,PL057,554433,0.28244213
PL017,PL058,380683,0.156898148
PL017,PL059,624271,0.294722222
PL017,PL060,41497,0.029178241
PL017,PL061,6291,0.008530093
PL017,PL062,25102,0.025405093
PL017,PL063,260772,0.122685185
PL017,PL064,57074,0.02994213
PL017,PL065,45396,0.025104167
PL017,PL066,144615,0.063587963
PL017,PL067,50116,0.032303241
PL017,PL068,331148,0.132951389
PL017,PL069,371030,0.149837963
PL017,PL070,190450,0.078761574
PL017,PL071,71405,0.036724537
PL017,PL072,78231,0.038831019
PL017,PL073,318704,0.14494213
PL017,PL074,78717,0.04212963
PL017,PL075,15877,0.017511574
PL017,PL076,79018,0.038530093
PL017,PL077,179301,0.098229167
PL017,PL078,186745,0.123796296
PL017,PL079,182833,0.075694444
PL017,PL080,210411,0.087210648
PL017,PL081,29327,0.024293981
PL017,PL082,29308,0.023356481
PL017,PL083,290481,0.135462963
PL017,PL084,375902,0.157210648
PL017,PL085,165285,0.071539352
PL017,PL086,244694,0.110590278
PL017,PL088,366576,0.147268519
PL017,PL090,195963,0.126469907
PL017,PL091,256258,0.114571759
PL017,PL094,366887,0.1475
PL017,PL095,53760,0.027071759
PL017,PL097,22585,0.012106481
PL017,PL098,290151,0.140671296
PL017,PL099,63624,0.03599537
PL017,PL100,242323,0.128310185
PL017,PL101,414042,0.168425926
PL017,PL102,101987,0.052951389
PL017,PL103,357368,0.143819444
PL017,PL104,38565,0.021134259
PL017,PL105,17104,0.016273148
PL017,PL106,5055,0.005763889
PL017,PL107,192487,0.082118056
PL017,PL109,434731,0.173518519
PL017,PL110,71097,0.036724537
PL017,PL111,309252,0.153136574
PL017,PL112,32963,0.01875
PL017,PL113,24464,0.020821759
PL017,PL114,187951,0.124768519
PL017,PL115,616384,0.255138889
PL017,PL116,44522,0.034675926
PL017,PL117,41795,0.027326389
PL017,PL118,634861,0.259756944
PL018,PL019,582922,0.240833333
PL018,PL020,540005,0.228842593
PL018,PL022,571976,0.238344907
PL018,PL023,655894,0.249212963
PL018,PL024,306836,0.144456019
PL018,PL026,584923,0.266458333
PL018,PL027,563892,0.23400463
PL018,PL028,543565,0.221574074
PL018,PL029,335641,0.155509259
PL018,PL030,409739,0.152986111
PL018,PL031,33974,0.024675926
PL018,PL032,506260,0.218252315
PL018,PL033,501423,0.222523148
PL018,PL034,563910,0.2459375
PL018,PL035,628590,0.262731481
PL018,PL036,315666,0.126469907
PL018,PL037,338940,0.152789352
PL018,PL040,441661,0.1796875
PL018,PL041,283068,0.148888889
PL018,PL043,400848,0.200717593
PL018,PL044,345345,0.156215278
PL018,PL045,588750,0.2159375
PL018,PL046,620888,0.261574074
PL018,PL047,535507,0.224016204
PL018,PL048,473220,0.20193287
PL018,PL049,468612,0.224282407
PL018,PL050,562430,0.22099537
PL018,PL051,463715,0.220231481
PL018,PL052,289342,0.109282407
PL018,PL054,343438,0.151759259
PL018,PL055,549439,0.229791667
PL018,PL056,520990,0.216388889
PL018,PL057,203217,0.106539352
PL018,PL058,303227,0.164884259
PL018,PL059,414737,0.201041667
PL018,PL060,541398,0.235787037
PL018,PL061,527280,0.222002315
PL018,PL062,516171,0.220335648
PL018,PL063,555897,0.254641204
PL018,PL064,582448,0.24005787
PL018,PL065,493626,0.207592593
PL018,PL066,564044,0.221319444
PL018,PL067,581019,0.243773148
PL018,PL068,537245,0.23806713
PL018,PL069,560434,0.2478125
PL018,PL070,560007,0.205416667
PL018,PL071,596778,0.246840278
PL018,PL072,473678,0.204039352
PL018,PL073,217773,0.082824074
PL018,PL074,454888,0.189166667
PL018,PL075,523667,0.218530093
PL018,PL076,566917,0.237881944
PL018,PL077,397030,0.149699074
PL018,PL078,371151,0.181944444
PL018,PL079,567172,0.20755787
PL018,PL080,614292,0.227037037
PL018,PL081,539874,0.22568287
PL018,PL082,520679,0.223101852
PL018,PL083,426171,0.155451389
PL018,PL084,336247,0.155127315
PL018,PL085,653184,0.270891204
PL018,PL086,648575,0.250416667
PL018,PL088,360010,0.167037037
PL018,PL090,349493,0.165555556
PL018,PL091,381202,0.192800926
PL018,PL094,341275,0.151111111
PL018,PL095,579134,0.2371875
PL018,PL097,547959,0.222222222
PL018,PL098,343453,0.155717593
PL018,PL099,564584,0.245625
PL018,PL100,484174,0.189085648
PL018,PL101,281634,0.129814815
PL018,PL102,545102,0.226886574
PL018,PL103,345665,0.154537037
PL018,PL104,563938,0.231238426
PL018,PL105,508754,0.214571759
PL018,PL106,520544,0.215150463
PL018,PL107,562044,0.208773148
PL018,PL109,351646,0.203668981
PL018,PL110,558694,0.235717593
PL018,PL111,290728,0.126261574
PL018,PL112,558336,0.228865741
PL018,PL113,525632,0.224583333
PL018,PL114,374440,0.185046296
PL018,PL115,112460,0.049085648
PL018,PL116,556678,0.234143519
PL018,PL117,567168,0.23744213
PL018,PL118,359373,0.196921296
PL019,PL020,84723,0.047696759
PL019,PL022,49901,0.03630787
PL019,PL023,110791,0.078773148
PL019,PL024,420649,0.177615741
PL019,PL026,330455,0.141145833
PL019,PL027,95314,0.047719907
PL019,PL028,48908,0.029780093
PL019,PL029,390833,0.17087963
PL019,PL030,331673,0.162627315
PL019,PL031,594647,0.251145833
PL019,PL032,474527,0.203298611
PL019,PL033,225368,0.108344907
PL019,PL034,61090,0.050601852
PL019,PL035,160012,0.076446759
PL019,PL036,306042,0.151423611
PL019,PL037,353816,0.171574074
PL019,PL040,142900,0.066689815
PL019,PL041,403827,0.173715278
PL019,PL043,433726,0.224351852
PL019,PL044,387965,0.167962963
PL019,PL045,201877,0.091469907
PL019,PL046,152310,0.075289352
PL019,PL047,88048,0.047210648
PL019,PL048,206910,0.119722222
PL019,PL049,581968,0.277604167
PL019,PL050,185381,0.087916667
PL019,PL051,577070,0.273553241
PL019,PL052,312998,0.152048611
PL019,PL054,243753,0.129097222
PL019,PL055,300237,0.164803241
PL019,PL056,92827,0.047881944
PL019,PL057,607770,0.307430556
PL019,PL058,397690,0.172256944
PL019,PL059,677608,0.319710648
PL019,PL060,46849,0.036111111
PL019,PL061,51127,0.031215278
PL019,PL062,74646,0.040266204
PL019,PL063,280093,0.135752315
PL019,PL064,4889,0.005439815
PL019,PL065,98733,0.050092593
PL019,PL066,161623,0.078946759
PL019,PL067,45322,0.035914352
PL019,PL068,348156,0.148310185
PL019,PL069,388037,0.165185185
PL019,PL070,207458,0.094108796
PL019,PL071,32077,0.026944444
PL019,PL072,131568,0.063819444
PL019,PL073,372041,0.169930556
PL019,PL074,132054,0.067118056
PL019,PL075,61451,0.039583333
PL019,PL076,98339,0.051597222
PL019,PL077,232638,0.123217593
PL019,PL078,222355,0.141284722
PL019,PL079,199841,0.091053241
PL019,PL080,227419,0.10255787
PL019,PL081,72982,0.03962963
PL019,PL082,71993,0.040034722
PL019,PL083,343818,0.160451389
PL019,PL084,392910,0.172569444
PL019,PL085,184606,0.084606481
PL019,PL086,261702,0.125949074
PL019,PL088,383583,0.162615741
PL019,PL090,231574,0.143958333
PL019,PL091,273266,0.129930556
PL019,PL094,383894,0.162858796
PL019,PL095,3990,0.004548611
PL019,PL097,34798,0.022974537
PL019,PL098,343487,0.165659722
PL019,PL099,60283,0.047743056
PL019,PL100,295660,0.153298611
PL019,PL101,431049,0.183784722
PL019,PL102,118994,0.068310185
PL019,PL103,374376,0.159166667
PL019,PL104,13540,0.015497685
PL019,PL105,64725,0.040138889
PL019,PL106,57821,0.034652778
PL019,PL107,209495,0.097465278
PL019,PL109,451738,0.188877315
PL019,PL110,57779,0.046180556
PL019,PL111,362588,0.178125
PL019,PL112,30648,0.024386574
PL019,PL113,64438,0.035706019
PL019,PL114,223561,0.142256944
PL019,PL115,669721,0.280127315
PL019,PL116,57928,0.045243056
PL019,PL117,8999,0.009814815
PL019,PL118,651868,0.275115741
PL020,PL022,89168,0.047094907
PL020,PL023,178194,0.084965278
PL020,PL024,379807,0.178946759
PL020,PL026,356836,0.145393519
PL020,PL027,22025,0.018599537
PL020,PL028,58274,0.032141204
PL020,PL029,417214,0.175127315
PL020,PL030,290211,0.149351852
PL020,PL031,553185,0.237858796
PL020,PL032,500908,0.207546296
PL020,PL033,251749,0.112592593
PL020,PL034,106339,0.055914352
PL020,PL035,86723,0.047337963
PL020,PL036,264580,0.138148148
PL020,PL037,312354,0.158298611
PL020,PL040,101438,0.053414352
PL020,PL041,430208,0.177974537
PL020,PL043,394027,0.208414352
PL020,PL044,414346,0.172210648
PL020,PL045,228257,0.095717593
PL020,PL046,79021,0.046180556
PL020,PL047,4600,0.005590278
PL020,PL048,139187,0.084861111
PL020,PL049,540505,0.26431713
PL020,PL050,211761,0.092164352
PL020,PL051,535608,0.260266204
PL020,PL052,271536,0.138773148
PL020,PL054,202290,0.115821759
PL020,PL055,221629,0.126122685
PL020,PL056,20719,0.018483796
PL020,PL057,566308,0.294143519
PL020,PL058,424071,0.17650463
PL020,PL059,636146,0.306423611
PL020,PL060,36342,0.025972222
PL020,PL061,41699,0.027291667
PL020,PL062,19472,0.019884259
PL020,PL063,206804,0.106631944
PL020,PL064,89022,0.047060185
PL020,PL065,32975,0.024085648
PL020,PL066,188003,0.083194444
PL020,PL067,87411,0.049930556
PL020,PL068,374536,0.15255787
PL020,PL069,414418,0.16943287
PL020,PL070,233839,0.098368056
PL020,PL071,103353,0.053842593
PL020,PL072,90106,0.050543981
PL020,PL073,330579,0.156643519
PL020,PL074,79428,0.050115741
PL020,PL075,36646,0.028287037
PL020,PL076,23297,0.019456019
PL020,PL077,191175,0.10994213
PL020,PL078,241936,0.141446759
PL020,PL079,226222,0.095300926
PL020,PL080,253800,0.10681713
PL020,PL081,15200,0.01556713
PL020,PL082,17128,0.018796296
PL020,PL083,302355,0.147175926
PL020,PL084,419291,0.17681713
PL020,PL085,111317,0.055486111
PL020,PL086,288082,0.130196759
PL020,PL088,409964,0.166863426
PL020,PL090,232436,0.142974537
PL020,PL091,299646,0.134178241
PL020,PL094,410275,0.167106481
PL020,PL095,85708,0.044189815
PL020,PL097,54533,0.029236111
PL020,PL098,302025,0.152384259
PL020,PL099,107013,0.055601852
PL020,PL100,217052,0.114618056
PL020,PL101,457430,0.188032407
PL020,PL102,145375,0.07255787
PL020,PL103,400756,0.163425926
PL020,PL104,70513,0.038252315
PL020,PL105,53956,0.038634259
PL020,PL106,47045,0.034479167
PL020,PL107,235876,0.101724537
PL020,PL109,478119,0.193125
PL020,PL110,34397,0.026284722
PL020,PL111,321126,0.164837963
PL020,PL112,54746,0.035347222
PL020,PL113,25896,0.019351852
PL020,PL114,243142,0.142418981
PL020,PL115,628258,0.266851852
PL020,PL116,32382,0.024710648
PL020,PL117,73560,0.043599537
PL020,PL118,678249,0.279363426
PL022,PL023,102974,0.054039352
PL022,PL024,371810,0.150949074
PL022,PL026,281616,0.114479167
PL022,PL027,98831,0.046087963
PL022,PL028,30796,0.020520833
PL022,PL029,341994,0.144212963
PL022,PL030,325262,0.160034722
PL022,PL031,588236,0.248553241
PL022,PL032,425688,0.176631944
PL022,PL033,176529,0.081666667
PL022,PL034,19429,0.016157407
PL022,PL035,163529,0.074826389
PL022,PL036,299631,0.148831019
PL022,PL037,347405,0.168981481
PL022,PL040,136489,0.064097222
PL022,PL041,354988,0.147048611
PL022,PL043,427315,0.221759259
PL022,PL044,339126,0.141296296
PL022,PL045,153038,0.064791667
PL022,PL046,155828,0.073668981
PL022,PL047,91566,0.045590278
PL022,PL048,200499,0.11712963
PL022,PL049,575557,0.275011574
PL022,PL050,136542,0.06125
PL022,PL051,570659,0.270960648
PL022,PL052,306587,0.149456019
PL022,PL054,183571,0.113009259
PL022,PL055,293826,0.162199074
PL022,PL056,96345,0.04625
PL022,PL057,601359,0.304826389
PL022,PL058,348851,0.145578704
PL022,PL059,671197,0.317106481
PL022,PL060,67654,0.040381944
PL022,PL061,55646,0.030763889
PL022,PL062,78163,0.038645833
PL022,PL063,283610,0.13412037
PL022,PL064,54003,0.040150463
PL022,PL065,92322,0.047488426
PL022,PL066,112783,0.052268519
PL022,PL067,16407,0.012280093
PL022,PL068,299317,0.121643519
PL022,PL069,339198,0.138518519
PL022,PL070,158619,0.06744213
PL022,PL071,94764,0.049282407
PL022,PL072,78509,0.048148148
PL022,PL073,365630,0.167326389
PL022,PL074,125643,0.064525463
PL022,PL075,65969,0.03912037
